"source_sheet","source_row","section","item","sub_item","prev_metric","current_metric","activity_this_week","next_plan","completed_date","target_date","target_value","request_notes"
"2026-01-16","3","답변 수용도","공통","TopK, 검색방식, 답변 프롬프트 등
공통 적용 항목","","","1. Top-30 리랭킹 적용
   Top-30 검색 -> 리랭킹 -> Top-5 추출 (모델: gte-multilingual-reranker-base)
2. 하이브리드 검색
- 키워드 조건 : 원문, 핵심키워드, 도메인(선택)
- 벡터 조건 : 원문, 요약(문서명)
3. RAGAS 평가 방식 적용 및 1차 테스트 
4. RAGAS 신뢰도 평가 JUDGE 프롬프트 구축 및 테스트","1. Knowlegde base Hybrid 검색 방식 변경 테스트
  - 복수의 검색 키워드 토큰 가중치 변경 (searchMode: all)
2. Multi-step Reasoning 테스트 
  - Vector Chunk 추출 후 답변과 연관된 키워드를 먼저 추출하여 Chunk와 답변간 Anchoring
3. Hybrid 검색용 Keyword Extraction Step 추가 테스트
  - 질의로부터 검색을 위한 키워드 추출 후 Hybrid 검색하도록 변경 테스트","","","",""
"2026-01-16","4","답변 수용도","업무 매뉴얼","","","","1. 도메인
    1) 도메인 확장: '상품' 카테고리 정의 및 분류를 위한 키워드 추가
    2) 과다 추출을 제한하는 instruction 추가 
    3) 출력 형식을 강제하는 instruction 추가","1. 프롬프트 공통  Rule Few-shot 학습
  - 키워드 경계 정보 제공 테스트 (LLM이 유사하다 인식하지만 실제 다른 항목 Fewshot)
2. Context 정보 추출 Instruction Prompting
  - 업무 매뉴얼 내 예외/제외 조건 필수 포함 지시 (예: 단, 반드시, 예외, 만 해당 등)
3. 답변 예시 Few-shot 학습
  - 다빈도 패턴 질문에 대해 좋은 답변/나쁜 답변 제시 테스트
4. 질의 유형 In-prompt Soft routing 테스트
  - 프롬프트 내에서 질의 유형 분류 후 답변 유도 테스트
5. 질병 분류 정보 Anchoring 테스트
  - 질별 정보에 대한 정의 질문 시 반드시 연결해야 하는 Chunk 지정","","","",""
"2026-01-16","5","답변 수용도","PC 매뉴얼","","","","","1. 지식 베이스 간 정보 혼선 여부 기본 테스트
  - 답변 수행시 다른 지식 베이스(예: 업무매뉴얼)의 Chunk에 의한 답변 실패 영향도 분석","","","",""
"2026-01-16","6","답변 수용도","상담스크립트","","","","","1. 데이터 기본 분석 수행
  - Chunk 내 데이터에 대한 기본 분석","","","",""
"2026-01-16","7","답변 수용도","상품매뉴얼","","","","","1. 데이터 기본 분석 수행
  - Chunk 내 데이터에 대한 기본 분석","","","",""
"2026-01-16","8","답변 수용도","사업방법서","","","","","1. 데이터 기본 분석 수행
  - Chunk 내 데이터에 대한 기본 분석","","","",""
"2026-01-16","9","답변 수용도","약관","","","","","1. 상품간 약관 정보 유사도 분석","","","","API 입력값에 약관 Id가 같이 들어올 수 있도록 AI CSR과 논의 요청"
"2026-01-16","10","답변 수용도","멀티턴 답변","","","","","1. LLM
- 멀티턴 개수 확정","","","","멀티턴 학습 질답세트 제공 요청"
"2026-01-16","11","답변 수용도","예측질의 답변","","","","","","","","","예측질의 학습 질답 세트 제공 요청"
"2026-01-16","12","답변 수용도","유도질의 답변","","","","","","","","","유도질의 학습 질답 세트 제공 요청"
"2026-01-16","13","요약","공통","","","","","1. Workflow 세부 개발 진행 
2. 현재 프롬프트 구조 정합성 점검
3. 확장성을 고려한 프롬프트 구조 고도화 진행","","","",""
"2026-01-16","19","요약","고객 발화 요약","","","","","1. LLM
- 전달받은 상담 기준을 프롬프트에 반영","","","",""
"2026-01-16","20","요약","상담사 발화 요약","","","","","1. LLM
- 전달받은 상담 기준을 프롬프트에 반영","","","",""
"2026-01-16","21","요약","상담내용 요약","","","","","1. LLM
- 전달받은 상담 기준을 프롬프트에 반영","","","",""
"2026-01-16","25","요약","상담 후처리 타입 분류","","","","","1. LLM
- 요약 분류기 적용 (프롬프트)","","","",""
"2026-01-23","3","답변","공통","TopK, 검색방식, 답변 프롬프트 등
공통 적용 항목","","","1. Knowlegde base Hybrid 검색 방식 변경 테스트
  - 복수의 검색 키워드 토큰 가중치 변경 (searchMode: all)
2. Multi-step Reasoning 테스트 
  - Vector Chunk 추출 후 답변과 연관된 키워드를 먼저 추출하여 Chunk와 답변간 Anchoring
3. Hybrid 검색용 Keyword Extraction Step 추가 테스트
  - 질의로부터 검색을 위한 키워드 추출 후 Hybrid 검색하도록 변경 테스트
4. BGE-reranker-v2-m3 모델 성능 테스트
  - (업무매뉴얼 704건 기준) Top40->5 : 92.05%","1.Knowledge base Hybrid 검색 방식 변경 테스트 (2차 약관, 상품매뉴얼 대상)
  - searchMode all/any 관련 각 케이스별 테스트 수행
2. Rerank 시 Score의 급격한 하락 원인 분석 및 개선
   (qwen3 rerank 모델 기반)
3. 자동화 테스트를 위해 각 질문별 정답 Chunk_id 자동 수집 모듈 구현
   - 전체 케이스 Manually 검색 예정
   - 본문 내용 캐싱 후 Vector DB 변경시 캐시 기반으로 정답 Chunk_id 갱신 모듈 개발","","","",""
"2026-01-23","4","답변","업무 매뉴얼","","","","1. 프롬프트 공통  Rule Few-shot 학습
  - 키워드 경계 정보 제공 테스트 (LLM이 유사하다 인식하지만 실제 다른 항목 Fewshot)
2. Context 정보 추출 Instruction Prompting
  - 업무 매뉴얼 내 예외/제외 조건 필수 포함 지시 (예: 단, 반드시, 예외, 만 해당 등)
3. 답변 예시 Few-shot 학습
  - 다빈도 패턴 질문에 대해 좋은 답변/나쁜 답변 제시 테스트
4. 질의 유형 In-prompt Soft routing 테스트
  - 프롬프트 내에서 질의 유형 분류 후 답변 유도 테스트
5. 질병 분류 정보 Anchoring 테스트
  - 질별 정보에 대한 정의 질문 시 반드시 연결해야 하는 Chunk 지정","1. 보험 약어 등 용어집을 활용 Query Expansion 확장
2. 확장된 Prompt 축소 실험
   (프롬프트의 역할 및 행동을 유지하면서 프롬프트를 줄이는 방안 연구)","","","","27개 도메인 분류 중 22개 분류만 데이터 적재 시 메타로 사용되어서 5개는 현재 제외해서 검색을 해야함"
"2026-01-23","5","답변","PC 매뉴얼","","","","1. 지식 베이스 간 정보 혼선 여부 기본 테스트
  - 답변 수행시 다른 지식 베이스(예: 업무매뉴얼)의 Chunk에 의한 답변 실패 영향도 분석","1. RAG(검색)
- (1안) PC매뉴얼 -> 각 이미지별 요약 설명 추가
- (2안) 예시 질문 -> 핵심키워드 추출 -> 키워드 메타 보강
- (3안) 예시 질문 데이터 증강 -> 모델학습을 통한 질문-문서 분류기 적용","","","",""
"2026-01-23","6","답변","상담스크립트","","","","1. 데이터 기본 분석 수행
  - Chunk 내 데이터에 대한 기본 분석","1. 상담 스크립트 용 별도 Query Expansion 테스트
  - 질의 키워드와 대화 내용 간의 유사성 증대 방안 테스트","","","",""
"2026-01-23","7","답변","상품매뉴얼","","","","1. 데이터 기본 분석 수행
  - Chunk 내 데이터에 대한 기본 분석","1. 답변 생성 프롬프트 내 Hallucination 절감 위한 제약 조건 Prompt 테스트
  - 문서 검색율에 비해 잘못된 정보 발화율 높은 이유 연구 및 개선 작업
  - 업무 매뉴얼의 정보에 의해 오염되는 것으로 예측","","","",""
"2026-01-23","8","답변","사업방법서","","","","1. 데이터 기본 분석 수행
  - Chunk 내 데이터에 대한 기본 분석","1. 데이터 기본 분석
  - Baseline 정확도 재검 및 실패 사례 분석","","","",""
"2026-01-23","9","답변","약관","","","","1. 상품간 약관 정보 유사도 분석","1. 답변 생성 프롬프트 내 Hallucination 절감 위한 제약 조건 Prompt 테스트
  - 문서 검색율에 비해 잘못된 정보 발화율 높은 이유 연구 및 개선 작업
  - 업무 매뉴얼의 정보에 의해 오염되는 것으로 예측","","","","API 입력값에 약관 Id가 같이 들어올 수 있도록 AI CSR과 논의 요청"
"2026-01-23","10","답변","멀티턴 답변","","","","1. LLM
- 멀티턴 개수 확정","1. 학습 및 검증세트 수급","","","","멀티턴 학습 질답세트 제공 요청"
"2026-01-23","11","답변","예측질의 답변","","","","","1. 학습 및 검증세트 수급","","","","예측질의 학습 질답 세트 제공 요청"
"2026-01-23","12","답변","유도질의 답변","","","","","1. 학습 및 검증세트 수급","","","","유도질의 학습 질답 세트 제공 요청"
"2026-01-23","13","요약","공통","","","","1. Workflow 세부 개발 진행 
2. 현재 프롬프트 구조 정합성 점검
3. 확장성을 고려한 프롬프트 구조 고도화 진행","","","","",""
"2026-01-23","14","요약","이전상담 요약","","","","1","","","","",""
"2026-01-23","19","요약","고객 발화 요약","","","","1. LLM
- 전달받은 상담 기준을 프롬프트에 반영","","","","",""
"2026-01-23","20","요약","상담사 발화 요약","","","","1. LLM
- 전달받은 상담 기준을 프롬프트에 반영","","","","",""
"2026-01-23","21","요약","상담내용 요약","","","","1. LLM
- 전달받은 상담 기준을 프롬프트에 반영","","","","",""
"2026-01-23","22","요약","일반 상담 요약","","","","1. Ragas 기반 1차 정량 테스트 및 베이스라인 수립
2. 프롬프트 템플릿 구조 개편 및 언어 변경 
3. 상세 상담요약 정의 및 기준 반영","1. 신규 프롬프트 정량 재검증
2. 과답 케이스 분석 후 프롬프트 제어 추가","","","",""
"2026-01-23","25","요약","상담 후처리 타입 분류","","","","1. LLM
- 요약 대/중/소 1차 프롬프트 구성
- 1차 테스트 기반으로 2차 프롬프트 구성 중
2. Dify 테스트 환경 구축 
3. 1차 테스트 완료","1. LLM
- 요약 대/중/소 2차 프롬프트 구성 
2. 2차 테스트 및 피드백 확인","","","",""
"2026-01-30","7","답변","공통","TopK, 검색방식, 답변 프롬프트 등
공통 적용 항목","","","1.Knowledge base Hybrid 검색 방식 변경 테스트 (2차 약관, 상품매뉴얼 대상)
  - searchMode all/any 관련 각 케이스별 테스트 수행
2. Rerank 시 Score의 급격한 하락 원인 분석 및 개선
   (qwen3 rerank 모델 기반)
3. 자동화 테스트를 위해 각 질문별 정답 Chunk_id 자동 수집 모듈 구현
   - 전체 케이스 Manually 검색 예정
   - 본문 내용 캐싱 후 Vector DB 변경시 캐시 기반으로 정답 Chunk_id 갱신 모듈 개발","1. 업무 매뉴얼 이외에 상품매뉴얼, PC 매뉴얼 등의 Chunk를 통합 Rerank 테스트","","","",""
"2026-01-30","8","답변","업무 매뉴얼","","","","1. 보험 약어 등 용어집을 활용 Query Expansion 확장
2. 확장된 Prompt 축소 실험
   (프롬프트의 역할 및 행동을 유지하면서 프롬프트를 줄이는 방안 연구)","1. 문서 내 오타 및 표현 방식 개선 방안 수립
2. 확장된 Prompt 축소 실험
   (프롬프트의 역할 및 행동을 유지하면서 프롬프트를 줄이는 방안 연구)","","","","27개 도메인 분류 중 22개 분류만 데이터 적재 시 메타로 사용되어서 5개는 현재 제외해서 검색을 해야함"
"2026-01-30","9","답변","PC 매뉴얼","","","","1. RAG(검색)
- (1안) PC매뉴얼 -> 각 이미지별 요약 설명 추가
- (2안) 예시 질문 -> 핵심키워드 추출 -> 키워드 메타 보강
- (3안) 예시 질문 데이터 증강 -> 모델학습을 통한 질문-문서 분류기 적용","1. RAG(검색)
- (1안) PC매뉴얼 -> 각 이미지별 요약 설명 추가
- (2안) 예시 질문 -> 핵심키워드 추출 -> 키워드 메타 보강
- (3안) 예시 질문 데이터 증강 -> 모델학습을 통한 질문-문서 분류기 적용","","","",""
"2026-01-30","10","답변","상담스크립트","","","","1. 상담 스크립트 용 별도 Query Expansion 테스트
  - 질의 키워드와 대화 내용 간의 유사성 증대 방안 테스트","1. 상담스크립트 Workflow 별도 분리 테스트","","","",""
"2026-01-30","11","답변","상품매뉴얼","","","","1. 답변 생성 프롬프트 내 Hallucination 절감 위한 제약 조건 Prompt 테스트
  - 문서 검색율에 비해 잘못된 정보 발화율 높은 이유 연구 및 개선 작업
  - 업무 매뉴얼의 정보에 의해 오염되는 것으로 예측","1. 상품명 기반 질의 Routing
  - 상품명이 질의 내에 있을 경우 상품 매뉴얼 Chunk의 Score 향상","","","",""
"2026-01-30","12","답변","사업방법서","","","","1. 데이터 기본 분석
  - Baseline 정확도 재검 및 실패 사례 분석","1. 기본 답변 프롬프트 개선 방향 수립
  - 업무 매뉴얼과의 영향도 분석","","","",""
"2026-01-30","13","답변","약관","","","","1. 답변 생성 프롬프트 내 Hallucination 절감 위한 제약 조건 Prompt 테스트
  - 문서 검색율에 비해 잘못된 정보 발화율 높은 이유 연구 및 개선 작업
  - 업무 매뉴얼의 정보에 의해 오염되는 것으로 예측","1. 기본 답변 프롬프트 개선 방향 수립
  - 업무 매뉴얼과의 영향도 분석","","","","API 입력값에 약관 Id가 같이 들어올 수 있도록 AI CSR과 논의 요청"
"2026-01-30","14","답변","멀티턴 답변","","","","1. 학습 및 검증세트 수급","1. 데이터 기본 분석
  - Baseline 정확도 재검 및 실패 사례 분석","","","",""
"2026-01-30","15","답변","예측질의 답변","","","","1. 학습 및 검증세트 수급","1. 학습 및 검증세트 수급","","","","예측질의 학습 질답 세트 제공 요청"
"2026-01-30","16","답변","유도질의 답변","","","","1. 학습 및 검증세트 수급","1. 학습 및 검증세트 수급","","","","유도질의 학습 질답 세트 제공 요청"
"2026-01-30","26","요약","일반/민원/개선 분류","","","","1. 프롬프트
- 민원/개선 성능 개선 위한 프롬프트 개선
- 일반 유형 데이터가 과반수 (659건 중 641건)","1. 데이터
- 민원/개선 데이터 추가하여 프롬프트 재검증 및 개선 (현재 '일반; 유형이 과반수)","","","",""
"2026-01-30","27","요약","일반 상담 요약","","","","1. (공통) 신규 프롬프트 정량 재검증
- 한국어 기반의 새로운 프롬프트 구조 적용
- 요약 상세 기준 적용
2. (공통) 과답 케이스 분석 후 프롬프트 제어 추가
- 고객 또는 상담사 발화의 경우 다른 발화자의 내용 제거
- 개인정보 포함 금지
3. (공통) 형식 제어 추가
- 하이픈이나 : 형식을 제거하고 자연스러운 줄글 형태
4. (공통) temperature 옵션 0.2 -> 0 으로 변경
5. 고객발화 프롬프트
- 고객발화 요약 AI -> 고객 문의 의도 추출 AI
- 상담 주체 파악 후 이름 대신 치환
- 문의 목적 파악
6. 상담사발화 프롬프트
- 대화 분석 AI -> 상담사 업무 처리 및 안내 내용 기록 AI
- 보안 준수 사항으로 데이터 파쇄 대상 생성","1. LLM Judge 평가 데이터 분석
2. 과답 개선을 위한 강화 조건들 추가
3. 출력 검증 단계 추가
4. 상담 제목 생성방법에 대한 기준 정립","","","",""
"2026-01-30","28","요약","민원 상담 요약","","","","1. 프롬프트
- 민원 내용만 답변하도록 프롬프트 제어
- 민원 유형 1건으로 데이터 부족","1. 데이터
- 민원 데이터 추가하여 프롬프트 재검증 및 개선 (현재 '민원' 유형 1건)","","","",""
"2026-01-30","29","요약","개선 상담 요약","","","","1. 프롬프트
- 영문에서 한글로 변경, 기본 한국어 프롬프트 기반 작성
- 개선 유형 17건으로 데이터 부족","1. 데이터
- 개선 데이터 추가하여 프롬프트 재검증 및 개선 (현재 '개선' 유형 17건)","","","",""
"2026-01-30","30","요약","상담 후처리 타입 분류","","","","1. LLM

1.1 대/중/소 프롬프트 고도화
- 프롬프트 엔지니어링은 기본적으로 '후카츠(롤 정의, 지시사항, 제약 조건, 입,출력 방식) + CoT ' 엔지니어링 기법을 기본으로함.

1.2 대분류 프롬프트 (v2 -> v9 고도화 )
[v9 고도화된 프롬프트 ]

역할 정의 -> STT 데이터 정제 단계 -> 최우선 분류 필터 -> 지시 사항(의도 기반 분류) -> 자가 검증 시스템 -> 출력 형식 -> 대분류 타입 흐름으로 진행 
1) 데이터 정제 단계 : STT 데이터 특유의 노이즈를 제거하여 분석 정확도를 높이는 전처리 단계 
 -오타 및 띄어쓰기 보정 
 -지시어 해독
 -화자 분석 
2) 최우선 분류 필터 : 호전환 판단 
 - 대화 중 해약이나 민원 언급이 있었더라도, 최종적으로는 담당자 콜백이나 부서 연결로 종료가 되었다면 이를 호전환으로 판단 
3) 의도 기반 분류 
 - 고객의 발화 형식에 따라 단순문의와 실행 요청을 구분하는 깔대기 구조 
 - 일반 상담은 정보 확인, 방법 문의, 단순 질의 등 ~인가요? 등의 뉘앙스
 - 특정 업무는 전산 변경, 송금 발생, 서비스 신청 등 ~해주세요등의 뉘앙스
4) 자가 검증 시스템 
 - 최종 결과 재검수 
 - 표준 카테고리 매칭

[0130 기준 : 51% 정확도 -> 데이터 분석 결과]
-총 FALSE : 323건 

1. MP 문의 : 2건 / 헬스케어 서비스 이용 안내, 계약 변경으로 구분
2. MP 민원: 1건 / 호전환으로 구분
3.RTB  : 2건 / 보험료 납입, 자동부활로 구분
4. S_080_기타 : 4건 / 호전환으로 구분 
5. S_해약방어: 6건 / 계약변경과 제지급요청으로 구분 
6. VOC : 1건 / 호전환으로 구분
7. 계약변경 : 3건 / 변경관련으로 구분 
8. 기타문의 : 15건 / 호전환 , AIA+ 앱 관련, 해피콜, 변경관련으로 구분
9. 변경관련: 34건 / 계약변경, 호전환 , 증명서 발행으로 구분 
10. 보험금청구상담: 19건 / 일반상담, 호전환, 신청서 발송, 제지급요청으로 구분 
11. 보험료 납입 : 5건 / 가상계좌입금안내, 대출 상환으로 구분
12. 신청서 발송 : 3건 / 보험금청구상담, 계약변경으로 구분
13. 앱 오류 문의 : 1건 / 보험금청구상담
14. 일반상담: 183건 / 호전환, 증명서발행, 보험금청구상담 등으로 구분
15. 자동부활 : 3건 / 보험료 납입으로 구분
16. 장애인상담: 1건 / 호전환으로 구분
17. 제지급요청: 13건 : 호전환/보험금청구상담/ 대출상환/ 계약변경/ 보험계약 대출 문의로 구분 
18. 증명서 발행 : 5건 / 일반상담, 신청서발송, 제지급요청, 변경관련으로 구분 
19. 해피콜: 1건 / 호전환으로 구분
20. 호전환: 21건 / 보험금청구상담, 제지급요청으로 구분 

-일반상담, 호전환, 변경관련, 보험금청구상담에서 FALSE가 많이 일어나고 있음. 
-FALSE 비율 중 일반상담(183건)은 50%
-일반상담, 호전환 , 변경관련과 계약변경 사이 분류 등 분류 기준 튜닝이 필요한 상황 

1.2 중분류 프롬프트(v2 -> v5 고도화)
역할 정의 -> STT 데이터 정제 단계 -> 지시 사항 -> 자가 검증 시스템 -> 출력 형식 -> 대분류 타입 흐름으로 진행 
기본적으로 대분류 프롬프트의 역할 정의/STT 데이터 정제 단계 / 출력 형식은 거의 동일하게 진행하며, 지시사항과 자가 검증 시스템은 중분류에 맞게 커스텀
분류지침은 고객의 요청보다 상담원 처리에 우선순위를 두는 전략
검증은 카테고리 유효성, 실행 기반 정합성, 핵심 우선순위 적용 등을 재검증 

- 소분류 프롬프트(v2 -> v3 고도화)


2. 2차 테스트 및 피드백 확인","","","","",""
"2026-02-06","7","답변","공통","TopK, 검색방식, 답변 프롬프트 등
공통 적용 항목","","","1. 업무 매뉴얼 이외에 상품매뉴얼, PC 매뉴얼 등의 Chunk를 통합 Rerank 테스트","","","","",""
"2026-02-06","8","답변","업무 매뉴얼","","","","1. 문서 내 오타 및 표현 방식 개선 방안 수립
2. 확장된 Prompt 축소 실험
   (프롬프트의 역할 및 행동을 유지하면서 프롬프트를 줄이는 방안 연구)","","","","","27개 도메인 분류 중 22개 분류만 데이터 적재 시 메타로 사용되어서 5개는 현재 제외해서 검색을 해야함"
"2026-02-06","9","답변","PC 매뉴얼","","","","1. RAG(검색)
- (1안) PC매뉴얼 -> 각 이미지별 요약 설명 추가
- (2안) 예시 질문 -> 핵심키워드 추출 -> 키워드 메타 보강
- (3안) 예시 질문 데이터 증강 -> 모델학습을 통한 질문-문서 분류기 적용","","","","",""
"2026-02-06","10","답변","상담스크립트","","","","1. 상담스크립트 Workflow 별도 분리 테스트","","","","",""
"2026-02-06","11","답변","상품매뉴얼","","","","1. 상품명 기반 질의 Routing
  - 상품명이 질의 내에 있을 경우 상품 매뉴얼 Chunk의 Score 향상","","","","",""
"2026-02-06","12","답변","사업방법서","","","","1. 기본 답변 프롬프트 개선 방향 수립
  - 업무 매뉴얼과의 영향도 분석","","","","",""
"2026-02-06","13","답변","약관","","","","1. 기본 답변 프롬프트 개선 방향 수립
  - 업무 매뉴얼과의 영향도 분석","","","","","API 입력값에 약관 Id가 같이 들어올 수 있도록 AI CSR과 논의 요청"
"2026-02-06","14","답변","멀티턴 답변","","","","1. 데이터 기본 분석
  - Baseline 정확도 재검 및 실패 사례 분석","","","","",""
"2026-02-06","15","답변","예측질의 답변","","","","1. 학습 및 검증세트 수급","","","","","예측질의 학습 질답 세트 제공 요청"
"2026-02-06","16","답변","유도질의 답변","","","","1. 학습 및 검증세트 수급","","","","","유도질의 학습 질답 세트 제공 요청"
"2026-02-06","26","요약","공통","","","","1. LLM Judge
 - 핵심정보(맥락) 평가 -> 핵심정보(맥락+키워드) 평가
2. 오답분석
 - 요약 태스크/오류유형별 분석
3. 키워드 추출
 - 프롬프트 기반 키워드 생성 -> 현업 평가","1. LLM Judge
2. 오답 분석
 - 지정 요약 태스크/오류유형별 분석
3. 키워드 추출
 - 프롬프트 개선: 현업 피드백 반영","","","",""
"2026-02-06","27","요약","일반/민원/개선 분류","","","","1. 개선작업 X
    - 민원/개선 추가 데이터 전달 받은 후(~2/6) 개선 작업 진행 예정","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~2/12)","","","",""
"2026-02-06","28","요약","상담 제목","","","","0. LLM Judge 평가 실시
 - 660건 (~2/5)
1. LLM Judge 평가 데이터 분석 (오답/과답/누락)
 - 전체 중 일부 진행
2. 프롬프트 개선
 - 상담유형별 요약규칙 구체화 (~2/2)","0. LLM Judge 평가 실시
 - 660건 (~2/12)
1. LLM Judge 평가 데이터 분석 (오답/과답/누락)
 - 전체 중 일부 진행
2. 프롬프트 개선
 - 오답유형 분석결과 반영 (~2/12)","46059","","",""
"2026-02-06","29","요약","일반 상담 요약","","","","1. LLM Judge 평가 데이터 분석 (오답/과답/누락)
    - 전체 중 일부 진행
2. 과답 개선을 위한 강화 조건들 추가
   - 상담사발화 : 미포함 항목을 제약조건에 추가
   - 고객발화 : 미포함 항목을 제약조건에 추가
   - 전체고객발화: 프롬프트 구조 및 제약사항 수정","1. LLM Judge 평가 데이터 분석 (오답/과답/누락)
    - ""고객발화"" Task 전체 분석 완료 예정 (~2/11)
    - ""전체상담"" Task 전체 분석 완료 예정 (~2/11) 
2. ""고객발화"" 프롬프트 개선 작업 진행 (~2/12)
    - 요약 기준강화
    - 퓨삿 보강 작업 
3. ""전체상담"" 프롬프트 개선 작업 진행 (~2/12)
    - 오답유형 분석결과 반영","","","",""
"2026-02-06","30","요약","민원 상담 요약","","","","1. LLM Judge 평가 데이터 분석
2. 데이터
 - 민원 데이터 추가하여 프롬프트 재검증 및 개선 (현재 '민원' 유형 1건)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~2/12)","","","",""
"2026-02-06","31","요약","개선 상담 요약","","","","0. LLM Judge 평가 실시
 - 불편사항, 개선요청사항 각 17건, 2회 (~2/5)
1. LLM Judge 평가 데이터 분석 (오답/과답/누락)
2. 프롬프트 개선
 - 프롬프트 구조 및 제약사항 수정 1회 (~2/2)","0. LLM Judge 평가 실시
 - 불편사항, 개선요청사항 각 67건 (~2/12)
1. LLM Judge 평가 데이터 분석 (오답/과답/누락)
 - 전체 중 일부 진행
2. 프롬프트 개선
 - 오답유형 분석결과 반영 (~2/12)","46059","46066","","1. 오류세부유형 케이스 2가지 검토
 - ""정답 가능 여부""에 해당하는 케이스
 - ""정답 변경 필요""에 해당되는 케이스 검토 (정답지=""있음""/""없음"")"
"2026-02-06","32","요약","상담 후처리 타입 분류","","","","1. LLM Judge 평가 데이터 분석
2. 대분류 프롬프트 개선 작업: 분류별 문장 퓨샷 추가 -> 키워드 퓨샷 추가 -> 요약 내용 분류 추가
3. 대분류 유형 분석을 STT 기반과 요약 기반 데이터 테스트 
4. 대분류 상담내용요약 내용을 기반으로 sample 분석 진행","1. 중,소분류 개선 작업(키워드+문장+최적화 버전으로 업그레이드 예정) 완료
2. 소분류_STT 요약 데이터 기반 테스트 완료
3. 중분류 프롬프트 개선 작업(top-3 뽑은 후 다시 토너먼트 판별) 완료
4. 대분류 프롬프트 구조를 후카츠 방식에서 XML 구조로 변경 후 테스트 완료
5. 대분류 57% 정확도 기준 오분류 샘플 분석 및 개선 방향 확인 진행 중
 ㄴ 개선 방향성대로 프롬프트에 보강 작업을 하였으나 적용 확률 50% 
6. 대분류 프롬프트 퓨샷 보강 작업 진행 중
7. 대분류 프롬프트 구조 변경 후 테스트(대/중/소 일괄 판단) 완료 
 ㄴ 문장간 충돌로 인해 판정 신뢰도 약화 
8. 대분류 : 60% 프롬프트 기반 top2, top3 테스트 진행 완료","46059","46066","","1. 소분류_STT 요약 데이터 기반 테스트 완료 - 76%
2. 중분류_STT 요약 데이터 기반 top-2 / top-3 테스트 완료 
 - top-2 : 60%
 - top-3: 65%
3. 중분류 top-2/top3 뽑은 후 토너먼트 판별 효과가 미비 - 40%
4. 대분류 xml 구조 변경 후 테스트 완료 - 57%
5. 대분류_STT 요약 데이터 기반 top2 - 68%
6. 대분류_STT 요약 데이터 기반_퓨샷 보강 및 호전환 우선순위 약화 - 60%
7. 대중소 일괄판단 구조로 프롬프트 변환 - 약 10% 전후
8. 대분류_STT 요약 데이터기반 top2 - 65% (약 5% 상승) /top 3 - 63%"
