"source_sheet","source_row","section","item","sub_item","prev_metric","current_metric","activity_this_week","next_plan","completed_date","target_date","target_value","request_notes"
"2026-01-30","30","요약","상담 후처리 타입 분류","","","","1. LLM

1.1 대/중/소 프롬프트 고도화
- 프롬프트 엔지니어링은 기본적으로 '후카츠(롤 정의, 지시사항, 제약 조건, 입,출력 방식) + CoT ' 엔지니어링 기법을 기본으로함.

1.2 대분류 프롬프트 (v2 -> v9 고도화 )
[v9 고도화된 프롬프트 ]

역할 정의 -> STT 데이터 정제 단계 -> 최우선 분류 필터 -> 지시 사항(의도 기반 분류) -> 자가 검증 시스템 -> 출력 형식 -> 대분류 타입 흐름으로 진행 
1) 데이터 정제 단계 : STT 데이터 특유의 노이즈를 제거하여 분석 정확도를 높이는 전처리 단계 
 -오타 및 띄어쓰기 보정 
 -지시어 해독
 -화자 분석 
2) 최우선 분류 필터 : 호전환 판단 
 - 대화 중 해약이나 민원 언급이 있었더라도, 최종적으로는 담당자 콜백이나 부서 연결로 종료가 되었다면 이를 호전환으로 판단 
3) 의도 기반 분류 
 - 고객의 발화 형식에 따라 단순문의와 실행 요청을 구분하는 깔대기 구조 
 - 일반 상담은 정보 확인, 방법 문의, 단순 질의 등 ~인가요? 등의 뉘앙스
 - 특정 업무는 전산 변경, 송금 발생, 서비스 신청 등 ~해주세요등의 뉘앙스
4) 자가 검증 시스템 
 - 최종 결과 재검수 
 - 표준 카테고리 매칭

[0130 기준 : 51% 정확도 -> 데이터 분석 결과]
-총 FALSE : 323건 

1. MP 문의 : 2건 / 헬스케어 서비스 이용 안내, 계약 변경으로 구분
2. MP 민원: 1건 / 호전환으로 구분
3.RTB  : 2건 / 보험료 납입, 자동부활로 구분
4. S_080_기타 : 4건 / 호전환으로 구분 
5. S_해약방어: 6건 / 계약변경과 제지급요청으로 구분 
6. VOC : 1건 / 호전환으로 구분
7. 계약변경 : 3건 / 변경관련으로 구분 
8. 기타문의 : 15건 / 호전환 , AIA+ 앱 관련, 해피콜, 변경관련으로 구분
9. 변경관련: 34건 / 계약변경, 호전환 , 증명서 발행으로 구분 
10. 보험금청구상담: 19건 / 일반상담, 호전환, 신청서 발송, 제지급요청으로 구분 
11. 보험료 납입 : 5건 / 가상계좌입금안내, 대출 상환으로 구분
12. 신청서 발송 : 3건 / 보험금청구상담, 계약변경으로 구분
13. 앱 오류 문의 : 1건 / 보험금청구상담
14. 일반상담: 183건 / 호전환, 증명서발행, 보험금청구상담 등으로 구분
15. 자동부활 : 3건 / 보험료 납입으로 구분
16. 장애인상담: 1건 / 호전환으로 구분
17. 제지급요청: 13건 : 호전환/보험금청구상담/ 대출상환/ 계약변경/ 보험계약 대출 문의로 구분 
18. 증명서 발행 : 5건 / 일반상담, 신청서발송, 제지급요청, 변경관련으로 구분 
19. 해피콜: 1건 / 호전환으로 구분
20. 호전환: 21건 / 보험금청구상담, 제지급요청으로 구분 

-일반상담, 호전환, 변경관련, 보험금청구상담에서 FALSE가 많이 일어나고 있음. 
-FALSE 비율 중 일반상담(183건)은 50%
-일반상담, 호전환 , 변경관련과 계약변경 사이 분류 등 분류 기준 튜닝이 필요한 상황 

1.2 중분류 프롬프트(v2 -> v5 고도화)
역할 정의 -> STT 데이터 정제 단계 -> 지시 사항 -> 자가 검증 시스템 -> 출력 형식 -> 대분류 타입 흐름으로 진행 
기본적으로 대분류 프롬프트의 역할 정의/STT 데이터 정제 단계 / 출력 형식은 거의 동일하게 진행하며, 지시사항과 자가 검증 시스템은 중분류에 맞게 커스텀
분류지침은 고객의 요청보다 상담원 처리에 우선순위를 두는 전략
검증은 카테고리 유효성, 실행 기반 정합성, 핵심 우선순위 적용 등을 재검증 

- 소분류 프롬프트(v2 -> v3 고도화)


2. 2차 테스트 및 피드백 확인","","","","",""
"2026-02-06","26","요약","공통","","","","1. LLM Judge
 - 핵심정보(맥락) 평가 -> 핵심정보(맥락+키워드) 평가
2. 오답분석
 - 요약 태스크/오류유형별 분석
3. 키워드 추출
 - 프롬프트 기반 키워드 생성 -> 현업 평가","1. LLM Judge
2. 오답 분석
 - 지정 요약 태스크/오류유형별 분석
3. 키워드 추출
 - 프롬프트 개선: 현업 피드백 반영","","","",""
"2026-02-06","27","요약","일반/민원/개선 분류","","","","1. 개선작업 X
    - 민원/개선 추가 데이터 전달 받은 후(~2/6) 개선 작업 진행 예정","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~2/12)","","","",""
"2026-02-06","28","요약","상담 제목","","","","0. LLM Judge 평가 실시
 - 660건 (~2/5)
1. LLM Judge 평가 데이터 분석 (오답/과답/누락)
 - 전체 중 일부 진행
2. 프롬프트 개선
 - 상담유형별 요약규칙 구체화 (~2/2)","0. LLM Judge 평가 실시
 - 660건 (~2/12)
1. LLM Judge 평가 데이터 분석 (오답/과답/누락)
 - 전체 중 일부 진행
2. 프롬프트 개선
 - 오답유형 분석결과 반영 (~2/12)","46059","","",""
"2026-02-06","29","요약","일반 상담 요약","","","","1. LLM Judge 평가 데이터 분석 (오답/과답/누락)
    - 전체 중 일부 진행
2. 과답 개선을 위한 강화 조건들 추가
   - 상담사발화 : 미포함 항목을 제약조건에 추가
   - 고객발화 : 미포함 항목을 제약조건에 추가
   - 전체고객발화: 프롬프트 구조 및 제약사항 수정","1. LLM Judge 평가 데이터 분석 (오답/과답/누락)
    - ""고객발화"" Task 전체 분석 완료 예정 (~2/11)
    - ""전체상담"" Task 전체 분석 완료 예정 (~2/11) 
2. ""고객발화"" 프롬프트 개선 작업 진행 (~2/12)
    - 요약 기준강화
    - 퓨삿 보강 작업 
3. ""전체상담"" 프롬프트 개선 작업 진행 (~2/12)
    - 오답유형 분석결과 반영","","","",""
"2026-02-06","30","요약","민원 상담 요약","","","","1. LLM Judge 평가 데이터 분석
2. 데이터
 - 민원 데이터 추가하여 프롬프트 재검증 및 개선 (현재 '민원' 유형 1건)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~2/12)","","","",""
"2026-02-06","31","요약","개선 상담 요약","","","","0. LLM Judge 평가 실시
 - 불편사항, 개선요청사항 각 17건, 2회 (~2/5)
1. LLM Judge 평가 데이터 분석 (오답/과답/누락)
2. 프롬프트 개선
 - 프롬프트 구조 및 제약사항 수정 1회 (~2/2)","0. LLM Judge 평가 실시
 - 불편사항, 개선요청사항 각 67건 (~2/12)
1. LLM Judge 평가 데이터 분석 (오답/과답/누락)
 - 전체 중 일부 진행
2. 프롬프트 개선
 - 오답유형 분석결과 반영 (~2/12)","46059","46066","","1. 오류세부유형 케이스 2가지 검토
 - ""정답 가능 여부""에 해당하는 케이스
 - ""정답 변경 필요""에 해당되는 케이스 검토 (정답지=""있음""/""없음"")"
"2026-02-06","32","요약","상담 후처리 타입 분류","","","","1. LLM Judge 평가 데이터 분석
2. 대분류 프롬프트 개선 작업: 분류별 문장 퓨샷 추가 -> 키워드 퓨샷 추가 -> 요약 내용 분류 추가
3. 대분류 유형 분석을 STT 기반과 요약 기반 데이터 테스트 
4. 대분류 상담내용요약 내용을 기반으로 sample 분석 진행","1. 중,소분류 개선 작업(키워드+문장+최적화 버전으로 업그레이드 예정) 완료
2. 소분류_STT 요약 데이터 기반 테스트 완료
3. 중분류 프롬프트 개선 작업(top-3 뽑은 후 다시 토너먼트 판별) 완료
4. 대분류 프롬프트 구조를 후카츠 방식에서 XML 구조로 변경 후 테스트 완료
5. 대분류 57% 정확도 기준 오분류 샘플 분석 및 개선 방향 확인 진행 중
 ㄴ 개선 방향성대로 프롬프트에 보강 작업을 하였으나 적용 확률 50% 
6. 대분류 프롬프트 퓨샷 보강 작업 진행 중
7. 대분류 프롬프트 구조 변경 후 테스트(대/중/소 일괄 판단) 완료 
 ㄴ 문장간 충돌로 인해 판정 신뢰도 약화 
8. 대분류 : 60% 프롬프트 기반 top2, top3 테스트 진행 완료","46059","46066","","1. 소분류_STT 요약 데이터 기반 테스트 완료 - 76%
2. 중분류_STT 요약 데이터 기반 top-2 / top-3 테스트 완료 
 - top-2 : 60%
 - top-3: 65%
3. 중분류 top-2/top3 뽑은 후 토너먼트 판별 효과가 미비 - 40%
4. 대분류 xml 구조 변경 후 테스트 완료 - 57%
5. 대분류_STT 요약 데이터 기반 top2 - 68%
6. 대분류_STT 요약 데이터 기반_퓨샷 보강 및 호전환 우선순위 약화 - 60%
7. 대중소 일괄판단 구조로 프롬프트 변환 - 약 10% 전후
8. 대분류_STT 요약 데이터기반 top2 - 65% (약 5% 상승) /top 3 - 63%"
"2026-02-13","17","요약","공통","","","","","","","02월 27일","",""
"2026-02-13","18","요약","이전상담 요약","","","","","","","02월 27일","",""
"2026-02-13","19","요약","직전상담 요약","","","","","","","02월 27일","",""
"2026-02-13","20","요약","문자/알림톡 요약","","","","","","","02월 27일","",""
"2026-02-13","21","요약","이메일 내용 요약","","","","","","","02월 27일","",""
"2026-02-13","22","요약","현재 상담 결과 요약","","","","","","","02월 27일","",""
"2026-02-13","23","요약","고객 발화 요약","","","","","","","02월 27일","",""
"2026-02-13","24","요약","상담사 발화 요약","","","","","","","02월 27일","",""
"2026-02-13","25","요약","상담내용 요약","","","","","","","02월 27일","",""
"2026-02-13","26","요약","공통","","","","1. LLM Judge
 - 평가 기준(정답/과답/누락/오답) 변경 검토 (~2/11)
2. 오답 분석
 - 지정 요약 태스크/오류유형별 분석
3. 키워드 추출
 - 프롬프트 개선: 현업 피드백 반영 (2/9)","","02월 13일","02월 27일","",""
"2026-02-13","27","요약","상담 제목","","","","0. LLM Judge 평가 실시
 - 660건 (~2/12)
1. 프롬프트 개선
 - 금주 개선된 ""전체내용요약"" 프롬프트 일부 반영 (~2/12)","1. 프롬프트 개선
 - 개선된 ""전체내용요약"" 프롬프트 일부 반영 (~2/26)
2. LLM Judge 평가 실시 (~2/26)","46065","02월 27일","",""
"2026-02-13","28","요약","일반 상담 요약","","","","1. LLM Judge 평가 데이터 분석 (오답/과답/정답)
    - ""고객발화"" Task 전체 분석 완료 예정 (~2/11)
        - (2/11 오전 기준) 127건 분석 완료
    - ""전체상담"" Task 전체 분석 완료 예정 (~2/11)
        - (2/11 오전 기준) 50건 분석 완료
        - (2/12 오후 기준) 71건 분석 완료
2. ""고객발화"" 프롬프트 개선 작업 진행 (~2/12)
    - 요약 기준강화
    - 퓨삿 보강 작업
3. ""전체상담"" 프롬프트 개선 작업 진행 (~2/12)
    - 오답유형 분석결과 반영
4. LLM Judge 평가 실시
 - 660건 (2/12)","[전체 상담]
1. 누적 평가된 오류 케이스 분석 (2/12)
2. 프롬프트 개선 작업 진행 (~2/26)
3. LLM Judge 평가 실시 (~2/26)","46065","02월 27일","",""
"2026-02-13","29","요약","민원 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/12)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~2/26)","46065","02월 27일","",""
"2026-02-13","30","요약","개선 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/12)","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/26)","46065","02월 27일","","1. 오류세부유형 케이스 2가지 검토
 - ""정답 가능 여부""에 해당하는 케이스
 - ""정답 변경 필요""에 해당되는 케이스 검토 (정답지=""있음""/""없음"")"
"2026-02-13","31","요약","상담 후처리 타입 분류","","","","1. 소분류_STT 요약 데이터 기반 테스트 완료 - 76%
2. 중분류_STT 요약 데이터 기반 top-2 / top-3 테스트 완료 
 - top-2 : 60%
 - top-3: 65%
3. 중분류 top-2/top3 뽑은 후 토너먼트 판별 효과가 미비 - 40%
4. 대분류 xml 구조 변경 후 테스트 완료 - 57%
5. 대분류_STT 요약 데이터 기반 top2 - 68%
6. 대분류_STT 요약 데이터 기반_퓨샷 보강 및 호전환 우선순위 약화 - 60%
7. 대중소 일괄판단 구조로 프롬프트 변환 - 약 10% 전후
8. 대분류_STT 요약 데이터기반 top2 - 65% (약 5% 상승) /top 3 - 63%
9. 고도화하는 과정에서 퓨샷, 예외 조건 등 조건이 복잡화되면서 오분류가 증가하는 현상 발견","[대분류]
1. 080, AHL, 바이탈리티처럼 ""특정스킬 상담사의 콜에만 해당""하는 값을 활용해서 분류를 해볼 예정
2. 일반 문의 케이스 51건 기준으로 분석하여, 최대한 일반 문의 부분 오류를 줄이는 방향성으로 우선 작업
3. 보험금청구상담 부분이 여전히 일반 상담으로 분류되는 부분에 대해서 프롬프트 강화 작업 

[중분류]
1. 퓨샷 케이스 분석 및 확인 후 적용

[UXW]
1. 현재 기획서 기반 프롬프트 구축(감정/나이 분류)
2. 답변 UXW 프롬프트 개선(~1/27)
2. 관련 회의(2/20)","46065","02월 27일","","1. UXW 기획서 재확인 필요 
 - 12월 기반에는 질문 의도를 3가지로 분류하는 것이 프롬프트에 추가되어 작성이 되어있음 
 - 현재 기획서에는 감정/나이만 작성되어 있어 확인이 필요 
 - 기존에는 페르소나와 UXW이 독립적으로 테스트가 되어 각각의 테스트 GT가 다른 상황
 - 머지가 된 이후에 테스트 건을 하나로 통일해야 할 필요성이 있음"
"2026-02-13","32","요약","일반/민원/개선 분류","","","","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/12)","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/26)","46065","02월 27일","",""
"2026-02-27","17","요약","공통","","","","","","","02월 27일","",""
"2026-02-27","18","요약","이전상담 요약","","","","","","","02월 27일","",""
"2026-02-27","19","요약","직전상담 요약","","","","","","","02월 27일","",""
"2026-02-27","20","요약","문자/알림톡 요약","","","","","","","02월 27일","",""
"2026-02-27","21","요약","이메일 내용 요약","","","","","","","02월 27일","",""
"2026-02-27","22","요약","현재 상담 결과 요약","","","","","","","02월 27일","",""
"2026-02-27","23","요약","고객 발화 요약","","","","","","","02월 27일","",""
"2026-02-27","24","요약","상담사 발화 요약","","","","","","","02월 27일","",""
"2026-02-27","25","요약","상담내용 요약","","","","","","","02월 27일","",""
"2026-02-27","26","요약","공통","","","","","","02월 27일","03월 06일","",""
"2026-02-27","27","요약","상담 제목","","","","1. 프롬프트 개선
 - 개선된 ""전체내용요약"" 프롬프트 일부 반영 (~2/26)
2. LLM Judge 평가 실시 (~2/26)","1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/3)","02월 27일","03월 06일","",""
"2026-02-27","28","요약","일반 상담 요약","","","","[전체상담내용, 고객발화내용]
1. 누적 평가된 오류 케이스 분석 (2/12)
2. 프롬프트 개선 작업 진행 (~2/26)
3. LLM Judge 평가 실시 (~2/26)","[전체상담내용, 고객발화내용]
1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/3)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/6)
3. LLM Judge 평가 실시 (3/6)","02월 27일","03월 06일","",""
"2026-02-27","29","요약","민원 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~2/26)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/5)","02월 27일","03월 06일","",""
"2026-02-27","30","요약","개선 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/26)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/5)","02월 27일","03월 06일","","1. 오류세부유형 케이스 2가지 검토
 - ""정답 가능 여부""에 해당하는 케이스
 - ""정답 변경 필요""에 해당되는 케이스 검토 (정답지=""있음""/""없음"")"
"2026-02-27","31","요약","상담 후처리 타입 분류","","","","[대분류]
결과: 일반분류 부분의 오류 사항을 분석해서 아래와 같이 수정한 후 5% 상승
1. 기존 v11.6 프롬프트 구조 100% 유지
2. Step 2(안내만 vs 실제 처리)에 ""일반 상담으로 분류해야 하는 구체적 패턴"" 추가
3. Step 5(복합 상담)에 ""청약철회는 일반 상담"" 규칙 재강조
4. Step 6(Self-Correction)에 일반 상담 과분류/과소분류 검증 항목 추가
5. 기타문의 판별 가이드 Step 4에 추가

[중분류]
1. 퓨샷 케이스 분석 및 확인 후 적용 예정

[소분류]
1. 현재 소분류는 선택
2. ""없음' 케이스가 많은 상태로, 프롬프트 내 없음을 가장 우선순위로 결정한 후 76% hit 

[UXW]
1. 현재 기획서 기반 프롬프트 구축 및 1차 테스트 완료(감정/나이 분류)
 ㄴ 기존 테스트 set 기반 감정은 약 70% 확률로 구분하는 것으로 보임
2. 관련 이슈 확인 요청(~27일)","[대분류]
1. 오류케이스 분석 및 퓨샷 및 규칙 추가 

[중분류]
1. 오류케이스 분석 및 퓨샷 및 규칙 추가 

[소분류]
1. 현재 소분류는 선택
2. ""없음' 케이스가 많은 상태로, 프롬프트 내 없음을 가장 우선순위로 결정한 후 76% hit 
3. 오류케이스 분석 및 퓨샷 추가 

[UXW]
1. 어조 규칙 프롬프트 고도화 
2. 페르소나+전체 어조 규칙 추가 및 테스트","02월 27일","03월 06일","","UXW 연령, 감정 대응 방식 재검토 

1. 테스트 결과 
- 연령별 어투 변경 : 연령대별(65세 미만, 이상) 차별화된 톤 적용 검토 
- 감정 기반 어투 변경 : 단일 질문을 통한 차별화된 톤 적용 검토 

2. 주요 이슈 및 한계점
- 답변 일관성 저하 : 연령별로 톤을 강제로 분리할 경우, 전체적인 일관성 훼손이 있음
- 기술적 제약(멀티턴 이슈) : 단일 질문만으로는 감정 판단이 어렵고, 시스템상 문맥을 유지하는 멀티턴 기능엔 한계가 있어 실질적 효용성 낮음 
- 데이터 입력 방식의 한계: 상담사가 메시지를 복사/붙여넣기 하는 방식으로는 적시성 있는 감정 파악 및 대응이 불가능 

3. 향후 대응 방안
- 연령별 어투: 서비스 안정성을 위해 미적용 
- 감정 대응: 상담사가 프롬프트를 통해 상황과 감정을 직접 설명하고, 대응안을생성 요청하는 방식으로 가이드 정립"
"2026-02-27","32","요약","일반/민원/개선 분류","","","","1. 민원/개선 데이터 추가하여 프롬프트 재평가 및 분석 (~2/26)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/5)","02월 27일","03월 06일","",""
"2026-03-06","17","요약","공통","","","","","","02월 27일","","",""
"2026-03-06","18","요약","이전상담 요약","","","","","","02월 27일","","",""
"2026-03-06","19","요약","직전상담 요약","","","","","","02월 27일","","",""
"2026-03-06","20","요약","문자/알림톡 요약","","","","","","02월 27일","","",""
"2026-03-06","21","요약","이메일 내용 요약","","","","","","02월 27일","","",""
"2026-03-06","22","요약","현재 상담 결과 요약","","","","","","02월 27일","","",""
"2026-03-06","23","요약","고객 발화 요약","","","","","","02월 27일","","",""
"2026-03-06","24","요약","상담사 발화 요약","","","","","","02월 27일","","",""
"2026-03-06","25","요약","상담내용 요약","","","","","","02월 27일","","",""
"2026-03-06","26","요약","공통","","","","","","03월 06일","03월 13일","",""
"2026-03-06","27","요약","상담 제목","","","","1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/3)","1. 프롬프트 개선
 - 전체상담내용요약 프롬프트의 개선포인트 활용 (3/13~)","03월 06일","03월 13일","",""
"2026-03-06","28","요약","일반 상담 요약","","","","[전체상담내용, 고객발화내용]
1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/3)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/6)
3. LLM Judge 평가 실시 (3/6)","[전체상담내용]
1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/11)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/12)
3. LLM Judge 평가 실시 (3/12)

[고객발화내용, 상담사발화내용]
1. 프롬프트 개선
 - 전체상담내용요약 프롬프트의 개선포인트 활용 (3/13~)","03월 06일","03월 13일","",""
"2026-03-06","29","요약","민원 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/5)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/12)","03월 06일","03월 13일","",""
"2026-03-06","30","요약","개선 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/5)","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/12)","03월 06일","03월 13일","","1. 오류세부유형 케이스 2가지 검토
 - ""정답 가능 여부""에 해당하는 케이스
 - ""정답 변경 필요""에 해당되는 케이스 검토 (정답지=""있음""/""없음"")"
"2026-03-06","31","요약","상담 후처리 타입 분류","","","","[대분류]
1. 오류 케이스 분석 중
2. GT를 Top2를 받아서 뽑아온 Top1이 이 안에 들어갈 수 있는지로 테스트하는 방향성 제안
3. 현재 프롬프트 구조가 step2에서 일반 상담 필터를 거친 후 step3에서 업무별 세부 분류를 하고 있음 
- 일반상담이 ""제지급요청""/ ""변경관련"" / ""호전환"" / ""보험금청구상담""으로 오분류 
- ""보험금 청구 상담""을 일반상담으로 분류가 되고 있음 

[중분류]
1. 오류케이스 분석 중

[소분류]
1. 오류 케이스 분석 중

[UXW]
1. 페르소나 프롬프트 고도화 
 - 연령 제외 결정 
 - 감정 테스트 set 100건 요청 
 - 감정 프롬프트 고도화 예정
2. 최종 어조 프롬프트 고도화 및 테스트
 - 정보 안내형 고도화 후 테스트 
   이슈사항
    1) 불렛 영역 항목은 명사형이 아닌 문장형으로 표현되는 경우가 있음 
    2) 의료법->「의료법」 법은 홑낫표로 표기가 어려움 
 - 정보 확인형은 고도화 중
3. 감정 + 정보 안내/확인형 workflow 완성
4. 현재 UXW 요구사항 중 기능 구현이 기한 내 불가능한 케이스 확인 중
 - 용어 아카이브  반영 필요
 - 정보 확인형/안내형 Type 관련 AI 판단여부 확인필요
 - 텍스트 속성 스타일링 관련 문의
 - 자료제공에 대한 가능여부와 범위파악 안내
 - 문장 중 용어 설명 주석처리
 - 답변 생성 중 타이핑인디케이터 메시지 적용","[대분류]
1. 오류케이스 분석 후 리포트

[중분류]
1. 오류케이스 분석 후 리포트

[소분류]
1. 오류케이스 분석 후 리포트

[UXW]
1. 감정 분류(평온/슬픔/화남) 테스트 
2. 멀티턴 시 감정 트리거 부분 테스트(dify)
3. 감정 + 최종 어조 프롬프트 병합 후 테스트","03월 06일","03월 13일","","UXW 감정_테스트 셋 요청건 검토 필요"
"2026-03-06","32","요약","일반/민원/개선 분류","","","","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/5)","","03월 06일","03월 13일","",""
"2026-03-13","17","요약","공통","","","","","","03월 13일","03월 20일","",""
"2026-03-13","18","요약","이전상담 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","19","요약","직전상담 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","20","요약","문자/알림톡 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","21","요약","이메일 내용 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","22","요약","현재 상담 결과 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","23","요약","고객 발화 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","24","요약","상담사 발화 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","25","요약","상담내용 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","26","요약","공통","","","","","","03월 13일","03월 20일","",""
"2026-03-13","27","요약","상담 제목","","","","1. 프롬프트 개선
 - 전체상담내용요약 프롬프트의 개선포인트 활용 (3/13~)","1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/24)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/24)
3. LLM Judge 평가 실시 (3/19)","03월 13일","03월 20일","",""
